N,Город,Зарплата_в_месяц,Изменение_зарплаты_за_12_месяцев,Должность,exp,current_job_exp,Язык_программирования,Специализация,Возраст,Пол,Образование,Университет,Еще_студент,Уровень_английского,Размер_компании,Тип_компании,Предметная_область
212,Kyiv,6000,0,Director of Engineering / Program Director,10.0,1.0,,,30,male,Незаконченное высшее,Other вуз,False,выше среднего,до 1000 человек,Продуктовая,"Gambling, GameDev"
213,Kyiv,6000,1600,Team/Technical Lead,7.0,0.5,C#/.NET,,34,male,Кандидат,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,Fintech
214,Kyiv,6000,0,Team/Technical Lead,10.0,1.0,C#/.NET,,32,male,Высшее,НТУУ «КПИ»,False,продвинутый,свыше 1000 человек,Аутстаффинговая,"Fintech, High Load Systems"
215,Kyiv,6000,2000,Senior Project manager / Program Manager,2.0,0.0,,,25,male,Высшее,Other вуз,False,продвинутый,до 200 человек,Продуктовая,"E-commerce, Fintech"
216,Kyiv,6000,1000,System Architect,10.0,10.0,JavaScript,,38,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 50 человек,Продуктовая,"Data Science, E-commerce, Legal"
217,Kyiv,6000,0,Product Manager,8.0,4.0,,,28,male,Высшее,ДНУ им. Гончара,False,выше среднего,до 1000 человек,Продуктовая,E-commerce
218,Kyiv,6000,0,Team/Technical Lead,6.0,0.5,TypeScript,,25,male,Высшее,ВНТУ,False,выше среднего,до 50 человек,Стартап,"Cloud Computing, E-commerce"
221,Kyiv,6000,0,Director of Engineering / Program Director,10.0,1.0,,,32,male,Два высших,ДНУ им. Гончара,False,выше среднего,до 50 человек,Продуктовая,Інша
222,Kyiv,6000,-1500,Director of Engineering / Program Director,10.0,0.5,,,36,male,Высшее,ХНУ [г. Хмельницкий],False,продвинутый,до 200 человек,Продуктовая,"E-commerce, Gambling, GameDev"
223,Kyiv,6000,1000,Team/Technical Lead,10.0,2.0,Ruby/Rails,,37,male,Техникум / Колледж,НАУ,False,выше среднего,до 10 человек,Продуктовая,"Adtech, Media"
224,Kyiv,6000,1000,Senior Software Engineer,9.0,1.0,JavaScript,,29,male,Два высших,НТУУ «КПИ»,False,продвинутый,до 50 человек,Продуктовая,"Big Data, Gambling, Інша"
225,Kyiv,6000,0,Team/Technical Lead,10.0,4.0,Ruby/Rails,,33,male,Среднее,,False,выше среднего,до 1000 человек,Аутстаффинговая,E-commerce
226,Kyiv,6000,0,System Architect,10.0,10.0,C++,,40,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,"Hardware, High Load Systems, Manufacturing"
227,Kyiv,6000,700,Team/Technical Lead,7.0,0.0,JavaScript,,28,male,Высшее,ЗНТУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Big Data
228,Kyiv,6000,1500,Senior Software Engineer,4.0,3.0,JavaScript,,24,male,Высшее,НАУ,False,продвинутый,до 10 человек,Другая,"ERP, Insurance, Інша"
229,Kyiv,6000,1000,Team/Technical Lead,10.0,1.0,C#/.NET,,35,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 200 человек,Аутстаффинговая,Fintech
231,Kyiv,5900,-300,Senior Software Engineer,10.0,0.0,Java,,38,male,Высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,E-commerce
234,Kyiv,5900,0,Director of Engineering / Program Director,10.0,10.0,,,36,male,Высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Другая,"Automotive, ERP"
235,Rivne,5900,2500,System Architect,10.0,10.0,C#/.NET,,34,male,Высшее,Other вуз,False,выше среднего,до 10 человек,Продуктовая,"E-commerce, ERP, High Load Systems"
236,Kyiv,5900,1500,Data Engineer,10.0,0.0,,,35,male,Два высших,ЗНТУ,False,выше среднего,до 50 человек,Стартап,Big Data
238,Kyiv,5800,1000,Data Engineer,4.0,0.0,,,24,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 1000 человек,Аутстаффинговая,"Automotive, Big Data"
239,Kyiv,5800,300,Senior Software Engineer,8.0,0.0,JavaScript,,26,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 200 человек,Продуктовая,"High Load Systems, Інша"
240,Kyiv,5800,300,Team/Technical Lead,10.0,0.5,Python,,38,male,Высшее,Other вуз,False,выше среднего,до 200 человек,Аутстаффинговая,"Big Data, High Load Systems, Internet of Things"
242,Kyiv,5800,300,Team/Technical Lead,10.0,1.0,Golang,,34,male,Высшее,НАУ,False,продвинутый,свыше 1000 человек,Продуктовая,"High Load Systems, Internet of Things, Machine Learning"
245,Kyiv,5800,1800,Senior Software Engineer,10.0,0.25,JavaScript,,32,male,Высшее,НТУУ «КПИ»,False,средний,до 10 человек,Стартап,"Data Science, Machine Learning"
246,Kyiv,5800,200,Senior Software Engineer,10.0,4.0,Golang,,37,male,Высшее,Other вуз,False,средний,до 1000 человек,Аутсорсинговая,"Adtech, High Load Systems"
248,Kyiv,5770,425,Director of Engineering / Program Director,10.0,3.0,,,33,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 10 человек,Продуктовая,"High Load Systems, Інша"
249,Kyiv,5750,1000,Team/Technical Lead,10.0,4.0,TypeScript,,29,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 10 человек,Стартап,"Blockchain, Mobile, Security"
251,Kyiv,5700,0,Senior Software Engineer,10.0,4.0,C++,,60,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,Telecom
253,Житомир,5700,500,DevOps,10.0,9.0,,,37,male,Высшее,ЖГТУ,False,продвинутый,до 200 человек,Аутсорсинговая,"E-commerce, Mobile"
254,Kyiv,5700,1200,Senior Software Engineer,10.0,1.0,Swift,,35,male,Высшее,ДонНТУ,False,продвинутый,свыше 1000 человек,Продуктовая,"Internet of Things, Mobile, Security"
256,Kyiv,5700,1400,Senior QA engineer,6.0,0.25,,Automation QA,36,male,Высшее,НТУУ «КПИ»,False,ниже среднего,до 1000 человек,Продуктовая,"Gambling, GameDev"
257,Kyiv,5700,900,Team/Technical Lead,10.0,0.5,PHP,,37,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Другая,E-commerce
258,Kyiv,5700,1000,DevOps,10.0,4.0,,,35,male,Незаконченное высшее,,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Cloud Computing, Інша"
260,Kyiv,5700,700,Senior Software Engineer,8.0,4.0,Java,,32,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,"High Load Systems, Internet of Things"
263,Kyiv,5700,500,QA Manager,10.0,10.0,,General QA,38,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Embedded, Hardware, Telecom"
264,Lviv,5700,0,Senior Project manager / Program Manager,10.0,10.0,,,36,male,Высшее,Lvivская Политехника,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"E-commerce, Fintech"
265,Kyiv,5700,0,Team/Technical Lead,5.0,1.0,TypeScript,,28,male,Два высших,КНУСА,False,выше среднего,до 200 человек,Аутстаффинговая,Travel
266,Kyiv,5700,500,Senior Software Engineer,7.0,2.0,JavaScript,,27,male,Высшее,КНЭУ,False,продвинутый,до 1000 человек,Аутсорсинговая,"Fintech, Medtech"
269,Kyiv,5700,1000,QA Tech Lead,10.0,2.0,,General QA,34,female,Высшее,НТУУ «КПИ»,False,продвинутый,свыше 1000 человек,Аутстаффинговая,"Data Science, Internet of Things, Logistics"
270,Kyiv,5650,500,Senior Software Engineer,5.0,2.0,Java,,34,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,Logistics
271,Kyiv,5600,400,Senior Software Engineer,10.0,3.0,C,,33,male,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Embedded
272,Kyiv,5600,0,System Architect,10.0,0.25,C#/.NET,,34,male,Высшее,ХАИ,False,выше среднего,до 200 человек,Продуктовая,Fintech
273,Kyiv,5600,0,Team/Technical Lead,8.0,0.5,Python,,27,male,Высшее,ДНУ им. Гончара,False,выше среднего,до 10 человек,Стартап,Cloud Computing
274,Kyiv,5600,700,Team/Technical Lead,5.0,2.0,TypeScript,,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,Logistics
275,Kyiv,5600,1000,Senior Software Engineer,10.0,0.5,C#/.NET,,34,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 200 человек,Аутсорсинговая,E-commerce
276,Kyiv,5600,600,DevOps,10.0,0.0,,,30,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,"High Load Systems, Media"
277,Kyiv,5600,300,Team/Technical Lead,9.0,4.0,JavaScript,,35,male,Два высших,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,E-commerce
281,Kyiv,5600,1000,Team/Technical Lead,5.0,0.0,C#/.NET,,21,male,Высшее,Lvivская Политехника,False,продвинутый,до 10 человек,Аутстаффинговая,"AR/VR, GameDev"
283,Kyiv,5560,500,System Architect,10.0,7.0,Python,,34,male,Высшее,Other вуз,False,продвинутый,свыше 1000 человек,Аутстаффинговая,E-commerce
285,Kyiv,5500,0,Team/Technical Lead,8.0,2.0,Kotlin,,32,male,Высшее,ГУТ,False,выше среднего,до 10 человек,Стартап,Medtech
288,Kyiv,5500,1000,Team/Technical Lead,6.0,2.0,C#/.NET,,25,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,Logistics
289,Kyiv,5500,300,Senior Software Engineer,9.0,6.0,JavaScript,,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 50 человек,Аутстаффинговая,E-commerce
290,Lviv,5500,300,System Architect,10.0,10.0,C,,46,male,Кандидат,ЛНУ им. Франко,False,выше среднего,до 200 человек,Продуктовая,"Automotive, Embedded"
291,Kyiv,5500,500,Product Manager,3.0,1.0,,,29,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,E-commerce
292,Kyiv,5500,900,Team/Technical Lead,8.0,0.5,C#/.NET,,29,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,"E-commerce, ERP, Logistics"
293,Kyiv,5500,0,Senior Software Engineer,10.0,5.0,C#/.NET,,33,male,Высшее,ХНУРЭ,False,выше среднего,до 50 человек,Аутсорсинговая,"Insurance, Medtech"
294,Kyiv,5500,0,System Architect,10.0,1.0,Other,,33,male,Высшее,КНУ им. Шевченко,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Big Data, Cloud Computing, E-commerce"
296,Kyiv,5500,1500,DevOps,5.0,0.0,,,33,male,Высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,Gambling
297,Kyiv,5500,2000,Team/Technical Lead,8.0,0.5,Python,,30,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 200 человек,Продуктовая,E-commerce
298,Kyiv,5500,1000,Senior Software Engineer,10.0,1.0,Golang,,31,male,Высшее,КНУСА,False,выше среднего,свыше 1000 человек,Продуктовая,"Cloud Computing, High Load Systems, Internet of Things"
301,Kyiv,5500,1500,Product Manager,10.0,3.0,,,31,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,"Fintech, Gambling, Legal"
302,Kyiv,5500,500,Team/Technical Lead,5.0,1.0,JavaScript,,24,male,Высшее,,False,выше среднего,до 50 человек,Продуктовая,E-commerce
303,Lviv,5500,550,Director of Engineering / Program Director,5.0,10.0,,,33,male,Высшее,,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Інша
304,Kyiv,5500,500,Senior Software Engineer,10.0,0.0,Swift,,36,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 50 человек,Продуктовая,"Automotive, ERP, Mobile"
306,Kyiv,5500,2000,Customer Success,8.0,1.0,,,32,male,Два высших,НАУ,False,выше среднего,до 50 человек,Другая,Інша
307,Kyiv,5500,700,Senior Software Engineer,5.0,0.5,Elixir,,33,male,Высшее,ДНУ им. Гончара,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Adtech, Media, Mobile"
308,Kyiv,5500,300,Director of Engineering / Program Director,10.0,6.0,,,41,male,Высшее,Other вуз,False,продвинутый,до 1000 человек,Аутсорсинговая,"E-commerce, Fintech, Mobile"
309,Kyiv,5500,1000,Senior Software Engineer,9.0,1.0,Golang,,29,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 10 человек,Продуктовая,"Edtech, High Load Systems, Machine Learning"
